message,label
không gắn thẻ nhớ vào được.,neutral
sao 14 5g thôi còn 1 5 g nằm ở đâu...,neutral
"nhận thưởng cuốn sách này tại Nhã Nam thư quán. Đây là một cuốn sách tranh rất đẹp  sách có bản to  giấy dày với màu sắc nhẹ nhàng nhưng nhìn rất nên thơ  dung dị và mộc mạc. Phải nói đây thực sự là một cuốn sách thơ mộng về cảnh Hà Nội xưa. Bởi vì chữ ít và không có nội dung hay bài học nào nên chỉ cần vài phút là bạn có thể ngẫm xong cuốn sách này rồi. Theo mình thấy thì cuốn sách này chỉ để nhìn vậy thôi  chứ còn mua để thực sự đọc hay nghiền ngẫm gì đó thì thật đáng buồn mà nói cuốn sách này sẽ trở nên ""vô dụng"" với bạn bởi cuốn sách không dạy cho bạn bài học gì cả  trẻ em đọc cũng không trở nên tốt hơn được.... Nhìn chung về hình thức thì tuyệt vời  quả thực cuốn sách nào được Nhã Nam xuất bản đều được chăm chút kĩ lưỡng về mặt này.",neutral
"ở Tiki thì mình có nhiều ý kiến trái chiều so với mọi người. - Về cách dẫn chuyện của Thư mình thấy cũng khá hay và bản thân mình thích :) dù đúng mà so với câu chữ trog phần công thức thì ít hơn hẳn. - Về minh hoạ thì đây quả thật là cookbook mình thấy nuối tiếc nhất khi mua :( trình bày kém sang  hơi tẻ và có phần nghiệp dư điển hình là bánh carrot ở ngay trang đầu nhìn quá đơn giản. Hy vọng ""công chúa bánh ngọt"" sẽ có sự đầu tư hơn về mặt decor.",neutral
Mẹ làm trong bệnh viện nên dùng cái này nhiều. Thấy tiki bán rẻ nên mua cho mẹ dùng thử. Công nhận tiền nào của đấy. Khẩu trang này hơi mỏng và nhỏ  đeo không kín mặt được. Nói chung giá tiền này không đòi hỏi hơn được nữa,neutral
có phần hơi lang man nên đôi khi làm mình đọc hơi đuối. Mình chỉ thích mỗi cái cách mà tác giả miêu tả về những diễn biến tâm lý của nhân vật. Có chút nhớ nhung cho mối tình đầu để rồi từ đó nỗi nhớ ấy cứ lớn dần và lớn dần theo năm tháng. Nhưng thay đổi trong cách suy nghĩ của nhân vật có phần tích cực hơn xưa rất nhiều. Đó là điều đáng mừng cho tác phẩm :) Nhưng mặt khác câu chuyện lại diễn ra khá dài dòng  Nhiều tình tiết thêm vào hơi lang man làm mạch cảm xúc mình như bị xao nhãng vậy! Theo mình nghĩ tác giả cần chú ý hơn ở khâu xây dựng nhân vật và đặt ra một cốt truyện có nhiều điểm nhấn nữa mới có thể thu hút người đọc :) Mong chờ những cảm xúc tình yêu thật mới từ tác giả!,neutral
Phần vỏ bên ngoài rất mỏng và dễ bị cong vênh. 2. Lửa hơi yếu nên chờ nồi lẩu sôi hơi lâu. 3. Ưu điểm duy nhất là giá sản phẩm này rẻ hơn rất nhiều so với các sản phầm cùng loại.,neutral
bán bịch bự này dưới 100 000 đồng ngoài chợ kìa,neutral
"một tập thơ nói về tình yêu. Những bài thơ trong tập thơ này đa phần là buồn  là những câu chuyện bị chia cắt. Không hiểu sao Du Phong lại có thể viết nên những câu chữ ấy  phải chăng anh ấy cũng đã từng trải qua những câu chuyện đau buồn như vậy?! Tuy nhiên  tôi vẫn cảm thấy chưa ""thấm"" lắm  có vẻ như tôi không hợp với những tác phẩm ở thể loại này. Nhưng phải nói rằng  bìa rất đẹp. Khi cầm cuốn sách trên tay  tôi rất thích  vì nhìn nó rất là đẹp. Chiếc khăn choàng cổ màu xanh được in nổi  trên đó còn có tựa sách nữa  thật là một thiết kế lạ mắt  mà cũng lạ tay nữa!",neutral
"truyện dài hay do nội dung truyện  tôi cảm thấy ""Thiếu tướng ế vợ"" là một câu chuyện chưa được sâu sắc lắm. Cụ thể lý do là vì đoạn 2 nhân vật chính gặp nhau và yêu nhau một cách rất dễ dàng  truyện không diễn tả kỹ nội tâm nhân vật qua các hành động  tình tiết  khi đọc có cảm giác như tình cảm không sâu đậm. Các nhân vật phụ cũng diễn tả không được nhiều. Tóm lại thì nếu truyện viết dài và kỹ càng hơn nữa sẽ rất thu hút. Văn phong của tác giả nhẹ nhàng  dễ thương.",neutral
"cu de cho no tu xay ra, gia re, hieu suat cao",neutral
Truyện gì mà khó hiểu  toàn thuật ngữ mạng. Nhưng dường như truyện này so với các truyện cùng thể loại khác thì vẫn còn ít yếu tố võng du đấy. Thấy mấy truyện khác nhiều lắm luôn. Phần sau truyện này hơi lái theo hướng ngôn tình và không chú trọng nhiều đến võng du nữa. Theo mình như vậy không hợp lý lắm  vì chỉ có mấy người mê game nặng hoặc thích lắm thì việc lấy game làm tiền đề cho chuyện tình của họ mới hay (như yêu em từ cái nhìn đầu tiên í) còn đằng này việc nam chính yêu nữ chính mình thấy chưa thuyết phục lắm.,neutral
" có lẽ cũng một phần do người dịch. Tuy nhiên truyện khá dễ thương và vẫn nằm trong khuôn khổ truyện võng du. Nhưng mà thật sự càng đọc em càng cảm thấy nội dung truyện đi xa khỏi thể loại. ""Đây là ngôn tình chứ nhỉ?"" Đã có một người bạn của em nói như vậy khi đọc truyện đấy! Có thể võng du không phải điểm mạnh của Mặc Ngôn nhưng hãy cố gắng lên nhé chị! Mong một ngày không xa có thể đọc một bộ võng du có nội dung KHÔNG CHÊ VÀO ĐÂU ĐƯỢC của chị. Fighting!!!",neutral
tình tiết truyện  mình thấy diễn biến truyện khá nhanh  có một vài chi tiết hơi gượng gạo  phi logic; văn phong chưa thật sự hấp dẫn  lắm chỗ khá lủng củng. Nói về tuyến nhân vật trong truyện: mình không thích  từ nhân vật chính đến nhân vật phụ  từ Đường Duyệt đến Mộng Chẩm  Minh Ngọc …chỉ cảm thấy tội cho Thương Dung thôi. Mộng Chẩm hoàn hảo nhưng quá mức tàn nhẫn  mình không ưa nổi. Còn Thương Dung  người yêu Đường Duyệt nhất  người ở bên nàng lúc khó khăn nhất  người có thể vì nàng mà hy sinh tất cả thì cuối cùng lại mất mạng???? Cái gì vậy??? Tình cảm của Đường Duyệt thì mình thấy hơi khó nắm bắt  nhiều lúc đọc mà rất ức chế vì không hiểu được nội tâm của nhân vật này  không biết rốt cuộc thì nàng ta yêu ai. Mà bực mình nhất là cái kiểu: người yêu nàng  nàng chẳng quan tâm  người một mực lừa dối nàng thì nàng lao theo như thiêu thân.,neutral
khi cầm được cuốn sách Vì em mà anh đến của tác giả Huyền Mặc này tôi dần như bị cuốn hút bởi vẻ ngoài nhiều hơn  có gì đó trống trải chơi vơi. Nói đến tình huống truyện  tôi nghĩ lần tái bản tiếp theo cần phải bổ sung thêm một số ngoại truyện  có thế người đọc có thể hiểu hơn. Thầy Tống quay trở về quá khứ bằng cách nào và tại sao tầng hai thư viện lại là nơi Tống Thư Minh xuất hiện  khi tu sửa Thư Minh lại biến mất.,neutral
"các truyện của tác giả đó  hết Tân Di Ổ  Diệp Lạc Vô Tâm rồi bây giờ là Lục Xu. MÌnh từng đọc vài truyện của Lục Xu nhưng chỉ ấn tượng duy nhất với quyển ""Ai hiểu được lòng em""  còn ""đừng nói với anh ấy tôi vẫn còn yêu""khởi đầu hấp dẫn nhưng càng về sau càng đuối. Với ""chưa từng hẹn ước"" mình không thích cả nội dung và cách hành văn  cảm thấy sự non nớt trong đó  cái cách mà Trình Vũ Phi bất chấp tất cả hiến dâng rồi sinh con ra  cái cách An Diệc Thành tìm cách trả thù nhưng hết lần này đến lần khác không nỡ ra tay. Đến cái khúc Trình Vũ Phi phát hiện ra đứa con mình rứt ruột đẻ ra còn sống cũng không thực sự cảm động  An Diệc Thành đuổi Trình Vũ Phi đi vì nghĩ mình có thể chết  những tình tiết thừa thãi thiếu muối cứ thế khiến mạch văn lệch lạc  nội dung nhạt nhẽo đi nhiều. Cặp đôi nhân vật chính không để lại nhiều ấn tượng  trong khi 2 cặp nhân vật phụ thì lại có thời lượng quá ít.",neutral
giọng văn không mượt mà  ( hay là tại người dịch  mình cũng không rõ)tình tiết trong truyện cứ kiểu đứt khúc  chắp vá làm mình rất khó hiểu được nội dung  tính cách nhân vật hay thông điệp sách muốn truyền tải. Chi tiết bố của nhân vật chính- Miracle  tan chảy khiến mình không hiểu đây là truyện giả tưởng hay thực tế nữa. Và cuối cùng mình không biết ông ấy có được tìm thấy không vì chỉ đọc được hơn nửa cuốn sách và không có kiên nhẫn đọc tiếp nữa,neutral
khá rẻ  lại có thương hiệu rõ ràng . Lúc mới nhận hàng thấy gói bột nhỏ quá  đóng gói cũng khó mở. Bột cũng thơm nhưng lợn cợn  khó hoà tan nên khi lấy pha nước uống hay làm kem thì không ngon lắm   lấy đắp mặt thì da sáng ra  mụn thì vẫn thế chắc mình phải dùng lâu dài mới hết mụn được.,neutral
dầu dừa bị đông còn sáp thì vẫn dùng thoải mái. Lúc mình mua sản phẩm có màu cam  màu cà rốt ý  chứ không phải màu vàng như ở hình  còn mùi để nguyên thì thơm  chứ bôi lên môi thì hơi bị hắc. Mình dùng cho môi thấy không bị nứt nẻ nữa  môi mềm hơn và hơi hồng lên một tẹo nữa. Còn bôi vết thâm trên mặt mình chưa thấy có tiến triển gì nhiều  chắc phải dùng lâu dài mới thấy được hiệu quả.,neutral
chọn lấy mùi vani và bạc hà  cho em mình mùi dâu. cả 2 chị em mình dùng đều thấy dưỡng tốt. Lần này mình mua thử mùi cam để dùng. Chất lượng ổn  không có gì bàn cãi  nhưng mùi son cam này hơi nồng  như kiểu vỏ cam bạn vắt ra ấy  chứ ko phải màu cam ngọt như các loại son khác. Có thể nhiều bạn sẽ không quen với mùi cam này.,neutral
nhỏ gọn có thể mang theo mọi lúc mọi nơi. Phấn mịn. Nhược điểm: màu lên hơi nhạt  tuy một hộp có 4 màu nhưng khi mình đánh lên mắt thì không lên màu rõ  khá nhạt nhòa giữa các màu  không thể tạo khối như ý muốn  chỉ thấy kim tuyến lấp lánh.,neutral
địa chỉ của bên phân phối nên yên tâm về nguồn gốc. Tuy nhiên vì sản phẩm của EFL cũng là dòng bình dân nên mình không kỳ vọng nhiều. Đặc điểm sản phẩm của mình như sau: - Mẫu 4: Màu xanh đậm. Khi nhận được sản phẩm đúng là màu xanh đậm  xanh đen. - Chì sáp hơi cứng so với yêu cầu của eyeliner  thậm chí hơi cứng hơn chì kẻ chân mày mà mình có. Khi thử lên lưng bàn tay thì có thể thấy màu nhưng lên mí mắt - vốn là mềm hơn lưng bàn tay nên khó bám màu hơn - thì hầu như không thấy gì sau đường kẻ đầu tiên. Phải dùng lực mạnh  hơi đau và không tốt cho vùng da nhạy cảm như mí mắt. - Ưu điểm duy nhất là một khi đã làm cho màu bám vào da thì màu bám khá lâu trôi  thời tiết hơi ấm  ẩm một chút hoặc da ẩm cũng không bị bay/lem màu. => Kết luận: để dành dùng kẻ chân mày thay thế các màu đen/nâu thông thường cũng ok  sắc chì tối nên không lo chân mày có màu xanh. Còn để làm eyeliner thì không đạt.,neutral
mua vì thấy bảo mi sẽ dày hơn  dài hơn và đỡ rụng nhưng mình chưa thấy dày và dài hơn mấy. Mi thì có đỡ rụng hơn. Mình sẽ kiên trì thêm 1 thời gian hi vọng kết quả như ý.,neutral
5 tông màu thiên về màu hồng  nhưng khi mình nhận sản phẩm thì màu đỏ đậm. Mình rất ngại trả hàng  cũng thử dùng  nhưng không thích lắm. Do là son nước nên rất khó bám dính màu lên môi  chỉ thấy mỗi hình dáng đẹp nên mình chấp nhận để dùng nốt,neutral
màu nữa nên mình thử màu số 121 trên phần giới thiệu cho biết em này là son nước nhưng là dạng rouge nên không phải lo về vụ màu quá nhạt mà vẫn dưỡng môi.nhưng mở nắp ra thử mới biết được quả thực chất son của ẻm rất đặc thậm chí dẻo dẻo giống keo nữa khi mình bôi 1 lớp dầy lên thì trông vô cùng bóng và dầy môi át đi hoàn toàn màu môi nhợt nhạt của mình nhưng mấy giây sau thì khác quá màu son trôi hết về rãnh môi chổ nào lồi thì còn mỗi lớp bóng.nhưng điểm lợi là dễ tẩy trang lau đi môi vẫn mềm nếu chỉ lấy 1 lượng nhỏ rồi dủng tay tán đều trông môi mình hồng hào lắp đỡ bợt và thâm rất nhiều,neutral
một chút là đánh khá lộ! Son cũng khá kén chọn màu da  da mình không được trắng lắm nên đánh lên có vẻ bị xỉn màu đi nhiều  có lẽ da trắng tinh mới đánh hợp được!,neutral
tận bây giờ vẫn chưa có được sản phẩm. Tuy nhiên thố có thiết kế đẹp  nắp cũng bằng thủy tinh  dễ dàng lai chùi vệ sinh hơn các loại có nắp bằng nhựa khác. Cần chú ý hơn khâu giao hàng vận chuyển đối với hàng dễ vỡ.,neutral
làm mấy lần lan nao cũng đều bị tách nước hết. Tiện dụng là không phải chế nước ủ sữa chua như cách thông thường mà thôi.,neutral
kiểu không được đầu tư kĩ lưỡng gì cả. Kế đến là nội dung  tình tiết dễ đoán  nhiều đoạn mình biết là tập trung vô nam nữ chính nhưng nó cứ thành lan man dài dòng đi đâu  mình đọc khó tập trung. Điểm nhấn của mạch truyện  có lẽ phải kể đến những trắc trở của hai nhân vật trải qua  gian khó  cực khổ cuối cùng cũng vễ được bên nhau. Mà với mình  cứ EH là mình khoái à  bởi cuộc đời ấy mà  ngoài cực nhọc mệt mỏi sau khi đi làm về  gặp ngay chuyện tình sướt mướt  mình dễ khóc thành ra âm ỉ suốt đêm là mình hậm hực. Nhưng bu lại  tác giả lại khá trau chuốt trong cách dùng từ  ngôn ngữ có điểm nhấn  và mượt  ko lủng củng. Lại có đoạn hài  dí dỏm  mình rất ưng.,neutral
giảm giá kiểu ni thấy không yên tâm lắm hay sao í,neutral
thiếu chuyên nghiệp trong thời gian liên lạc và giao hàng. Nên có phần thông tin khách hàng chọn thời gian nhận hàng trong ngày khi đăng ký mua và số phone nhà phân phối nếu có thay đổi.,neutral
nhu cầu có một chiếc Smartphone ngày càng phổ biến! Nhìn chung thì Galaxy Trend Lite là dòng sản phẩm đặc trưng ở trong phân khúc giá rẻ nên cấu hình khá yếu so với nhu cầu hiện nay! Chỉ với 512MB ram thì máy cũng chỉ chơi được một số game nhẹ  xem video  nghe nhạc  lướt web cho vui! Tuy nhiên các bạn có thể cài các bản ROM mod để có thể cải thiện hiệu năng máy phần nào! Máy có màn hình chất lượng  màu sắc đẹp  tươi tắn  cảm ứng nhạy nhưng lỗi thời. Camera máy chụp ảnh cũng tương đối ổn  phục vụ trong nhu cầu học tập và trao đổi thông tin! Nói chung với mức giá này thì đây cũng là một lựa chọn phù hợp cho sinh viên. Tuy nhiên trong tầm giá này nên cân nhắc tới các sản phẩm của Lumia,neutral
cùng phân khúc cạnh tranh với Nokia X. Hình ảnh hiển thị khá dịu  nhẹ  cảm ứng vuốt khá mượt. Nhưng khi vào phàn mềm luôn có độ trễ nhẹ nhưng cũng là điều đương nhiên bởi máy ở phân khúc giá rẻ. Samsung hướng tới đối tượng người dùng là học sinh  sinh viên cho nghe  gọi  nhắn tin  cài 1 số game cơ bản.,neutral
khi dùng bông tẩy trang lau thì mặt khá sạch  có lẽ cũng cân bằng được pH cho da. Tuy nhiên sau khoảng 3 tháng dùng thì mình thấy các hiệu quả khác như giúp trắng da hay se lỗ chân lông như quảng cáo là gần như không có.,neutral
Giấy mỏng  chất lượng không tốt  đã là sách mà lại có cả quảng cáo (về một công ty Hàn Quốc ở bìa trang cuối) - Về nội dung: Chất lượng dịch khá lôm côm  câu cú hơi lủng củng  có những đoạn 6 dòng liên tục không có lấy một dấu câu  nhiều lúc đọc cứ như từ Google translate ra vậy. Hy vọng tiki có phản hồi cho đơn vị xuất bản cải tiến trong những lần tái bản sau. Còn việc tiki xử lý và giao hàng thì ok rồi. 11h trưa order  4h chiều nhận sách.,neutral
chế độ ủ là làm dc tỏi đen rồi  đang làm đây nè,neutral
mình mua về đọc. Hiện giờ mình đã tới chương 36 và vẫn cảm thấy rất... BỐI RỐI ! Mình cảm thấy truyện hay nghiêng về tình cảm và chi tiết quá  nhiều khúc lê thê làm mình không hiểu ( mình không chắc có phải do lời văn của tác giả khi dịch ra hay không)  trong khi mình hy vọng đọc được một tác phẩm có nhiều pha hành động và chạy rượt nhiều hơn! Mình cố gắng đọc đi đọc lại mà vẫn chưa ngấm gì hết -.- nên mình không đọc nữa. Tuy nhiên sách được thiết kế khá đẹp ( dù mình thích bìa gốc của bản Mĩ hơn)  giấy khá chất lượng và chữ in dễ nhìn. Mình vẫn khuyên các bạn tìm hiểu thử  có khi lại có ý kiến khác :),neutral
Truyện này tôi biết từ khi mới chập chững bước vào thế giới ngôn tình bất cứ trang web nào có đăng tải truyện ngôn tình chỉ cần bạn click vào lượt xem nhiều nhất sẽ thấy truyện chễm chệ ở top 10.Đây cũng là truyện khiến Ân Tàm 'thành danh sau một đêm' ở Trung Quốc hồi năm 2008.Hồi ý tôi nghe qua cái tên cũng hiểu truyện nói về cái gì nên bỏ phải đến một năm sau khi đang gặp tình trạng đói truyện tôi mới lọ mọ đọc cái truyện sở-hữu-hàng-đống-fan ngôn tình này. Truyện kể về Úc Noãn Tâm một diễn viên trong sáng rất đỗi ngây thơ và có tâm huyết với nghề.Bước vào làng giải trí đầy thị phi vì quyết không chấp nhận quy tắc ngầm-tức là phải có bệ đỡ tốt mới ngóc đầu lên cao được-cô hoàn toàn lép vế so với những người khác.Cuối cùng dưới sự bức ép của hoàn cảnh cô buộc lòng phải làm gái bao cho Hoắc Thiên Kình. Cả hai người này ân ái với nhau suốt 7 ngày rồi Hoắc tổng không quên được cô gái có tâm hồn lương thiện không nhiễm một hạt bụi ấy...bla bla hai người ngược nhau quyết sống mái với nhau(mà chủ yếu là vị nam chính này đã có những hành động vô cùng cặn bã như lăng nhục cưỡng đoạt thân thể xúc phạm và tổn thương Úc tiểu thư) cuối cùng là một cái kết ngọt như mật! Chắc bạn sẽ tự hỏi tại sao nó hot dù nội dung đáng ném vào sọt rác như vậy mà cũng kha khá người coi? Tôi nghĩ có lẽ bởi mật độ cảnh H của nó khá dày đặc gần như chương nào cũng nhắc tới không ít thì nhều.Vậy nên dù có rất nhiều người yêu thích nó nhưng thật chẳng biết được những người ấy có thật sự am hiểu và có vốn kiến thức nhất định về những thể loại truyện hay không nữa.Còn về số người ủng hộ thì...hừm chẳng phải đã có một câu nói rằng có ba loại của sự lừa dối:lừa rất lừa và thống kê đó sao? Dân số Việt Nam đã tăng lên 90 triệu rồi nếu một bộ phận lớn những người với cùng một cách nhìn(mà theo quan điểm của tôi thì chưa thấu đáo lắm) cùng mê say đọc quyển truyện này thì sẽ tạo hiệu ứng không nhỏ đâu. Bàn về nghệ thuật truyện này tôi nghĩ thủ pháp phóng đại và nói quá là chiếm đa số cách xây dựng và miêu tả tâm lí nhân vật khắc họa tính cách nhân vật có phần hời hợt(cũng có thể vì tôi đọc nó hời hợt.Truyện này ngược tâm ngược thân nhân vật tơi tả khi đọc chỉ muốn lướt cho nhanh).Kết thúc viên mãn nhưng không có sự logic nào cả cái kết thỏa mãn tâm lí của người đọc khi tác giả xây dựng một tình yêu vô cùng trắc trở nhưng sau bao sóng gió hai người vẫn quay về với nhau sau cơn mưa trời lại sáng. Theo đánh giá của tôi thì truyện có yếu tố kì ảo hoang đường của truyện thuyết có khuynh hướng lãng mạn khá rõ rệt nhưng bao trùm lên truyện lại là sắc màu u ám của hiện thực.Tuy vậy truyện chẳng mang tí thực tiễn nào hoàn toàn là sản phẩm của một trí tưởng tượng không hơn không kém  đọc để giết thời gian thôi. Song bởi đây là truyện để giết thời gian nên cá nhân mình cho rằng nó cũng chẳng đáng để in đâu chuyền link với nhau là được.Nhớ tháng 5 năm ngoái Dụ tình-một tác phẩm khác của Ân Tầm-cũng được xuất bản đã gây ầm ĩ trong thị trường sách Việt một thời gian đến nỗi Cục phát hành sách phải ra lệnh kiểm duyệt sách ngôn tình Trung Quốc mà.Mình cứ ngỡ sau vụ đó chẳng nhà xuất bản nào phát hành sách của Ân Tầm nữa chứ(dù ở Trung quyển này vẫn được xuất bản thì phải).Bây giờ thấy quyển này…ha cái bìa tuy xấu nhưng chắc cũng có điểm tương đồng với nội dung truyện đấy. P/S:viết với tư cách là dân ngôn tình nên phải lấy màu sắc trung lập làm chủ đạo có gì sai sót mong các bạn lượng thứ.,neutral
"Hoắc Thiên Kình sau khi trải qua đêm ""Định Mệnh"" trước ngày cưới với nữ chính thì vẫn bình thường  ba năm sau quay lại và bắt đầu một quãng tình với nữ chính NN  ở đây  một số bạn cứ bảo hiếp dâm này nọ  nhưng không có phải nha  chỉ là QUAN HỆ TÌNH DỤC cưỡng ép mà thôi  một bên bị ép quan hệ ngay trong đêm(mai là ngày cưới) đó không phải là hiếp dâm là sự kiện => Cuộc tình thơ mộng :v :v :v",neutral
Tại sao có nhiều tác phẩm hay lại không được xuất bản mà lại xuất bản cuốn này. Tại sao Việt Nam cứ thích nhập rác của Trung Quốc về. Đáng buồn cho thế hệ trẻ khi vô tình tiếp tay cho những rác phẩm thế này. Sau này những chủ nhân tương lai của đất nước rồi sẽ có những suy nghĩ lệch lạc vì do ảnh hưởng của những cuốn sách như thế này.,neutral
Quyển sách đã có từ lâu  tuy nhiên  giá trị của nó thì luôn còn mãi với từng thế hệ. Theo mình  dù có lớn đến bao nhiêu  đi những đâu  làm những gì  trong tâm trí bạn chắc chắn sẽ có những lúc nhớ lại 1 đoạn truyện bạn ghi nhớ của quyển sách này. Tuy nhiên  thực sự mà nói  cả nhân mình cực kì yêu thích quyển Những tấm lòng cao cả bản cũ. Quyển sách đó đã tồn tại trong nhà mình hơn 10 năm rồi  dù đã cũ  đã nát rồi  nhưng mình vẫn giữ và không có ý định mua lại quyển khác. Quyển sách của mình  nó không cầu kì như thế này  không mơ mộng như thế này  chỉ đơn giản là nền vàng  nét vẽ đen  hình một cậu bé đang chống tay suy tư trên bàn học. Nhưng chính sự đơn giản đó càng làm tôn thêm sự trong sáng và nhân văn bên trong. Mình không có ý chê bản tái bản này  nhưng mình nghĩ nếu bìa đơn giản hơn  hình vẽ đừng quá trẻ con như thế kia  đừng quá mộng mơ như thế kia  thì có lẽ  những câu chuyện bên trong sẽ được nhấn mạnh hơn và khắc sâu hơn trong lòng người đọc. Đây chỉ là ý kiến của cá nhân mình  chỉ là một góp ý nhỏ  hơn nữa mình vẫn chỉ là học sinh  nên nếu có gì sai sót  mong mọi người bỏ qua!,neutral
Tạm,neutral
lớn hơn sổ tay một chút. Thứ mình muốn khám phá thì không có chỉ toàn những điều sách đại loại chung chung. Bạn nào muốn giết thời gian có thể đọc qua nhưng mình không thể nào nghĩ đây là cuốn sách nên mua  bạn có thể cần tìm hiểu về một cung nào đó thì hẵng sẽ hài lòng còn với người là cung trong sách đọc có thể thấy tác giả viết không sát lắm. Bìa sách dày đẹp  có một vài ví dụ minh họa khá thú vị,neutral
Nội dung tạm ổn  cách diễn đạt nội dung không đặc sắc  nhắc đi nhắc lại một nội dung  đọc vào thấy nhảm nhảm ... cái phần cuối cùng (viết cho nỗi cô đơn) cũng không cần thiết lắm. Có thể mỗi người một ý khác nhau nhưng đây là ý kiến của mình. Chỉ có một câu truyện ngắn ngủi và sau đó toàn là những dòng kẻ để mình ghi thêm vào. Mình nghĩ như vậy không cần thiết lắm. Nội dung không nổi bật lên ý nghĩ cô đơn.,neutral
đọc thì cũng khá hữu ích ^^ Nhưng phải khâm phục mấy anh chị bán sách  viết mấy câu giới thiệu đọc xong mình đã muốn bỏ tiền ra mua :))) Nếu rảnh rỗi thừa tiền bạn cũng thử mua một quyển xem sao.có một số thứ khá lạ và một số thứ hơi thừa :) Nói chung không được như PR lắm đâu.Suy nghĩ kĩ hãy mua nhé,neutral
nghe nhạc thì tam ổn vì giá rẻ,neutral
chưa biết cách tháo để lau chùi thế nào ? có gì xin tư vấn cho !,neutral
tác giả được nhiều người biết tới với thơ. Nhược điểm: sách mỏng  giá bìa khá cao Về nội dung: tuy Nguyễn Bính ai cũng biết tới tài thơ  mang hơi hướm ca dao Việt nam thân quen  gần gũi  dung dị và dễ đi vào lòng người. Nhưng tác phẩm văn xuôi này của ông  có thể coi là truyện vừa không được đặc sắc  lối hành văn không gì mới mẻ và cách viết không đặc sắc. Nội dung câu chuyện cũng hơi bị sến hoá quá. Tuy nhiên  vẫn có thể mua đọc để có cái nhìn tổng quan  khái quát và trọn vẹn về nhà thơ Nguyễn Bính,neutral
"không hề liếc xem thể loại gì. Nhưng mà chán  người xuyên là nam  đã thế nam này mới đầu xuyên qua xong lại chẳng có tư tưởng luyện võ công  chỉ lo kinh doanh  đọc đến đây nhụt chí  nhưng cũng công nhận mấy chiêu kinh doanh của ảnh cũng khá 'sáng tạo' được truyền từ âm hưởng hiện đại qua. Nhưng đến khi đọc gần hết quyển 1 mới phát hiện  QUÁI! Sao chỉ có một nam mà một bầy nữ  em nào cũng xinh tươi  lời mô tả không mệt nghỉ mà sao lại cứ vây quanh anh Lâm gia như ong bướm tìm mật. Thế là mới biết là sắc hiệp  rồi thì nhìn gái đẹp sáng mắt lên  nữ thì ngây thơ  chỉ bị một tí hành động của trai mà cũng đỏ mặt  rồi kiểu gì cũng xuất hiện anh ấy hứa chỉ lấy một người nhưng do các tình huống 'éo le' và sự 'không thể cứu vãn được'  anh nhân vật chính của truyện sẽ phải tam thê  tứ thiếp... Đừng để hình ảnh minh họa vẽ 1 nam 1 nữ mà bị lừa  sắc hiệp thì chắc chắn là ""sắc"" mà thôi.",neutral
"chịu được sự quăng quật của tụi nhỏ  hình minh họa đẹp  giấy láng đẹp  tựa sách và ý tưởng về từng câu chuyện nhỏ để đọc cho tụi nhỏ mỗi ngày trong năm rất thú vị. Mình có thể lấy sách ra và nói: ""Để mẹ đọc cho con nghe câu chuyện vào ngày sinh nhật con"" chẳng hạn  đứa nhóc nào mà k thích có 1 câu chuyện dành riêng cho nó. Có lẽ các câu chuyện truyện đều là tóm gọn từ những truyện cổ tích nổi tiếng thế giới. Mình có thể nhận ra Công chúa hạt đậu  Cô bé quàng khăn đỏ v.v...  nhưng cũng có nhiều chuyện rất lạ. Tuy nhiên vì mỗi truyện bị tóm gọn trong vài trăm chữ  nhiều nội dung và tình tiết quan trọng cũng bị lược bỏ  khiến truyện đôi khi cụt lủn rất khó hiểu  mất đi ý nghĩa ban đầu và rất khó để rút ra bài học qua từng câu chuyện để dạy cho tụi nhỏ. Vậy nên cuốn sách chỉ phù hợp với những bé còn khá nhỏ. Khi bé đã lớn và biết thắc mắc về ý nghĩa của truyện thì cần phải mua phiên bản đầy đủ của truyện mới phù hợp.",neutral
Mình thấy tên hay nên cũng đọc thử  nhưng cơ bản chỉ là ngôn tình. Bạn nào lãng mạn đọc sẽ hợp hơn. Hình như Tiki đã có ebook nên mình nghĩ ai có thiết bị nên đọc ebook tiết kiệm hơn hoặc đọc thử trước. Mình thấy hơi tiếc tiền vì mua quyển này  lẽ ra nên mua ebook. Mình y kiến cá nhận thôi  chắc sẽ nhiều bạn thích vì lí do cuộc sống nên cũng khó. Các bạn teen nên đọc sách khoa học hơn,neutral
Màu mực tốt  giấy trắng  không bóng nên rất dễ nhìn. +Đĩa có giọng đọc chuẩn của người bản xứ  đánh số rõ ràng nên dễ theo dõi. +Kích thước gọn  tiện lợi mang theo. *Hạn chế: Các câu khẩu ngữ trong sách tuy đề cập đến nhiều vấn đề nhưng mình cảm thấy những gì được nêu chưa rõ ràng và chưa sử dụng nhiều trong đời sống. Đó là những điều mình nhận thấy từ sản phẩm này  tuy nhiên nếu muốn luyện phát âm bạn có thể mua cuốn này về để luyện tập.,neutral
không giống như đã miêu tả  đường kính khoảng 1.5cm nên hình ảnh thu về nhỏ  không chi tiết được,neutral
dem ve cho thang em 7t nghich lam do choi nen mua nhung chiec tu 500k do len tam nhin cung han che dc 100m la cung!!!  ,neutral
